Date,close,high,low,open,volume,symbol,rsi,macd,macd_signal,macd_hist,ema_20,ema_50,target_date,future_return,signal
2018-04-02,39.23223876953125,39.76418769347283,38.71206288607714,39.222825365285466,150347200,AAPL,41.185170121998844,-0.3800020494938181,-0.08359904362315197,-0.29640300587066615,40.402454799966115,40.5022034308735,2018-04-09,0.02021849199027348,1
2018-04-03,39.634727478027344,39.71946247496852,38.80856395149925,39.45819653369415,121112000,AAPL,44.33346439141039,-0.38896883946149075,-0.14467300279081974,-0.244295836670671,40.32933791216242,40.468184766056005,2018-04-10,0.028861581023148508,1
2018-04-04,40.392642974853516,40.486791396247085,38.782681264911915,38.80857261952495,138422000,AAPL,49.78448885110934,-0.33110091345616866,-0.18195858492388953,-0.14914232853227913,40.33536696575205,40.4652223428716,2018-04-11,0.004836576086048039,0
2018-04-05,40.67274475097656,41.00932881388538,40.503274696851165,40.620962034908665,107732800,AAPL,51.66812634870763,-0.25964526377886443,-0.19749592069488453,-0.0621493430839799,40.36749818339248,40.47336047652278,2018-04-12,0.007754183128377168,0
2018-04-06,39.63237762451172,40.597411361910254,39.59000832749653,40.241996996959315,140021200,AAPL,44.92713721425207,-0.28369482168383087,-0.2147357008926738,-0.06895912079115707,40.29748670159431,40.44038075683607,2018-04-13,0.037712512476670845,1
2018-04-09,40.025455474853516,40.74099275056252,39.978381268424144,39.98544221981196,116070800,AAPL,47.703341919636955,-0.26794744085066924,-0.2253780488842729,-0.042569391966396336,40.271578965714234,40.424109177150484,2018-04-16,0.033931215000372106,1
2018-04-10,40.778648376464844,40.9551793218175,40.37380378780024,40.719804728013955,113634400,AAPL,52.63079254759587,-0.19247245299413862,-0.21879692970624606,0.026324476712107442,40.319871290547624,40.43801267516281,2018-04-17,0.028802573799251885,1
2018-04-11,40.58800506591797,40.936358540960995,40.413826532630395,40.53857480933227,89726400,AAPL,51.312914975633646,-0.1463542228596424,-0.20430838833692533,0.05795416547728294,40.345407840582894,40.44389472970223,2018-04-18,0.031315326024619505,1
2018-04-12,40.988128662109375,41.190550941827595,40.72921519100548,40.816306226666434,91557200,AAPL,53.920850712313296,-0.07663516054686426,-0.17877374277891311,0.10213858223204886,40.40661934739494,40.46523723685545,2018-04-19,-0.007694518423437158,0
2018-04-13,41.12701416015625,41.38828018165204,40.919886897448386,41.13878361169851,100497200,AAPL,54.82538491528533,-0.01005944338585607,-0.14503088290030172,0.13497143951444565,40.47522837718173,40.49118927306333,2018-04-20,-0.051565317404370536,-1
2018-04-16,41.383567810058594,41.47065527100543,41.150545641067694,41.19761984721377,86313600,AAPL,56.52317631499481,0.06268147453461381,-0.10348841141331862,0.16616988594793242,40.561736894598575,40.52618450980824,2018-04-23,-0.060175210218893826,-1
